Municipios,Distritos,Secciones,Índice de Gini y Distribución de la renta P80/P20,Periodo,Total
08019 Barcelona,0801904 Barcelona distrito 04,0801904050 Barcelona sección 04050,Índice de Gini,2015,39.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904050 Barcelona sección 04050,Distribución de la renta P80/P20,2023,3.4
08019 Barcelona,0801904 Barcelona distrito 04,0801904050 Barcelona sección 04050,Distribución de la renta P80/P20,2022,3.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904050 Barcelona sección 04050,Distribución de la renta P80/P20,2021,3.4
08019 Barcelona,0801904 Barcelona distrito 04,0801904050 Barcelona sección 04050,Distribución de la renta P80/P20,2020,3.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904050 Barcelona sección 04050,Distribución de la renta P80/P20,2019,3.1
08019 Barcelona,0801904 Barcelona distrito 04,0801904050 Barcelona sección 04050,Distribución de la renta P80/P20,2018,3.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904050 Barcelona sección 04050,Distribución de la renta P80/P20,2017,3.5
08019 Barcelona,0801904 Barcelona distrito 04,0801904050 Barcelona sección 04050,Distribución de la renta P80/P20,2016,3.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904050 Barcelona sección 04050,Distribución de la renta P80/P20,2015,3.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Índice de Gini,2023,34.8
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Índice de Gini,2022,34.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Índice de Gini,2021,35.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Índice de Gini,2020,33.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Índice de Gini,2019,35.5
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Índice de Gini,2018,36.9
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Índice de Gini,2017,34.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Índice de Gini,2016,38.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Índice de Gini,2015,36.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Distribución de la renta P80/P20,2023,2.9
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Distribución de la renta P80/P20,2022,2.8
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Distribución de la renta P80/P20,2021,3
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Distribución de la renta P80/P20,2020,2.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Distribución de la renta P80/P20,2019,2.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Distribución de la renta P80/P20,2018,3.1
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Distribución de la renta P80/P20,2017,2.9
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Distribución de la renta P80/P20,2016,3.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904051 Barcelona sección 04051,Distribución de la renta P80/P20,2015,3.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Índice de Gini,2023,44
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Índice de Gini,2022,39.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Índice de Gini,2021,37.4
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Índice de Gini,2020,40.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Índice de Gini,2019,39.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Índice de Gini,2018,40.8
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Índice de Gini,2017,39.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Índice de Gini,2016,41.1
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Índice de Gini,2015,40.4
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Distribución de la renta P80/P20,2023,3.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Distribución de la renta P80/P20,2022,3.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Distribución de la renta P80/P20,2021,3.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Distribución de la renta P80/P20,2020,3.5
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Distribución de la renta P80/P20,2019,3.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Distribución de la renta P80/P20,2018,3.5
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Distribución de la renta P80/P20,2017,3.5
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Distribución de la renta P80/P20,2016,3.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904052 Barcelona sección 04052,Distribución de la renta P80/P20,2015,3.9
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Índice de Gini,2023,40.8
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Índice de Gini,2022,38.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Índice de Gini,2021,38.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Índice de Gini,2020,38.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Índice de Gini,2019,37.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Índice de Gini,2018,44.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Índice de Gini,2017,42.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Índice de Gini,2016,44.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Índice de Gini,2015,39.8
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Distribución de la renta P80/P20,2023,3.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Distribución de la renta P80/P20,2022,3.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Distribución de la renta P80/P20,2021,3.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Distribución de la renta P80/P20,2020,3.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Distribución de la renta P80/P20,2019,3.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Distribución de la renta P80/P20,2018,3.4
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Distribución de la renta P80/P20,2017,3.5
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Distribución de la renta P80/P20,2016,3.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904053 Barcelona sección 04053,Distribución de la renta P80/P20,2015,3.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Índice de Gini,2023,39.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Índice de Gini,2022,39
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Índice de Gini,2021,40.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Índice de Gini,2020,39.4
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Índice de Gini,2019,39.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Índice de Gini,2018,38.8
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Índice de Gini,2017,39.4
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Índice de Gini,2016,41.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Índice de Gini,2015,38.8
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Distribución de la renta P80/P20,2023,3.5
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Distribución de la renta P80/P20,2022,3.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Distribución de la renta P80/P20,2021,3.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Distribución de la renta P80/P20,2020,3.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Distribución de la renta P80/P20,2019,3.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Distribución de la renta P80/P20,2018,3.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Distribución de la renta P80/P20,2017,3.8
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Distribución de la renta P80/P20,2016,3.4
08019 Barcelona,0801904 Barcelona distrito 04,0801904054 Barcelona sección 04054,Distribución de la renta P80/P20,2015,3.1
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Índice de Gini,2023,44.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Índice de Gini,2022,44.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Índice de Gini,2021,43.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Índice de Gini,2020,44.4
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Índice de Gini,2019,45.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Índice de Gini,2018,45.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Índice de Gini,2017,45.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Índice de Gini,2016,46.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Índice de Gini,2015,
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Distribución de la renta P80/P20,2023,4.1
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Distribución de la renta P80/P20,2022,4.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Distribución de la renta P80/P20,2021,4.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Distribución de la renta P80/P20,2020,4.4
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Distribución de la renta P80/P20,2019,4.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Distribución de la renta P80/P20,2018,4.8
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Distribución de la renta P80/P20,2017,5.1
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Distribución de la renta P80/P20,2016,5
08019 Barcelona,0801904 Barcelona distrito 04,0801904055 Barcelona sección 04055,Distribución de la renta P80/P20,2015,5
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Índice de Gini,2023,44.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Índice de Gini,2022,44.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Índice de Gini,2021,43.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Índice de Gini,2020,44.4
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Índice de Gini,2019,45.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Índice de Gini,2018,45.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Índice de Gini,2017,45.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Índice de Gini,2016,46.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Índice de Gini,2015,
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Distribución de la renta P80/P20,2023,4.1
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Distribución de la renta P80/P20,2022,4.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Distribución de la renta P80/P20,2021,4.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Distribución de la renta P80/P20,2020,4.4
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Distribución de la renta P80/P20,2019,4.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Distribución de la renta P80/P20,2018,4.8
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Distribución de la renta P80/P20,2017,5.1
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Distribución de la renta P80/P20,2016,5.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904056 Barcelona sección 04056,Distribución de la renta P80/P20,2015,4.9
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Índice de Gini,2023,32.9
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Índice de Gini,2022,32.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Índice de Gini,2021,32.4
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Índice de Gini,2020,33.2
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Índice de Gini,2019,33.4
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Índice de Gini,2018,33.3
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Índice de Gini,2017,34.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Índice de Gini,2016,34
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Índice de Gini,2015,31.9
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Distribución de la renta P80/P20,2023,2.9
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Distribución de la renta P80/P20,2022,2.8
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Distribución de la renta P80/P20,2021,2.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Distribución de la renta P80/P20,2020,2.8
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Distribución de la renta P80/P20,2019,2.8
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Distribución de la renta P80/P20,2018,2.6
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Distribución de la renta P80/P20,2017,2.8
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Distribución de la renta P80/P20,2016,2.7
08019 Barcelona,0801904 Barcelona distrito 04,0801904084 Barcelona sección 04084,Distribución de la renta P80/P20,2015,2.7
08019 Barcelona,0801905 Barcelona distrito 05,,Índice de Gini,2023,40.3
08019 Barcelona,0801905 Barcelona distrito 05,,Índice de Gini,2022,40.4
08019 Barcelona,0801905 Barcelona distrito 05,,Índice de Gini,2021,39.6
08019 Barcelona,0801905 Barcelona distrito 05,,Índice de Gini,2020,40
08019 Barcelona,0801905 Barcelona distrito 05,,Índice de Gini,2019,41.3
08019 Barcelona,0801905 Barcelona distrito 05,,Índice de Gini,2018,41.5
08019 Barcelona,0801905 Barcelona distrito 05,,Índice de Gini,2017,40.9
08019 Barcelona,0801905 Barcelona distrito 05,,Índice de Gini,2016,41.4
08019 Barcelona,0801905 Barcelona distrito 05,,Índice de Gini,2015,40.5
08019 Barcelona,0801905 Barcelona distrito 05,,Distribución de la renta P80/P20,2023,3.3
08019 Barcelona,0801905 Barcelona distrito 05,,Distribución de la renta P80/P20,2022,3.4
08019 Barcelona,0801905 Barcelona distrito 05,,Distribución de la renta P80/P20,2021,3.2
08019 Barcelona,0801905 Barcelona distrito 05,,Distribución de la renta P80/P20,2020,3.3
08019 Barcelona,0801905 Barcelona distrito 05,,Distribución de la renta P80/P20,2019,3.4
08019 Barcelona,0801905 Barcelona distrito 05,,Distribución de la renta P80/P20,2018,3.4
08019 Barcelona,0801905 Barcelona distrito 05,,Distribución de la renta P80/P20,2017,3.5
08019 Barcelona,0801905 Barcelona distrito 05,,Distribución de la renta P80/P20,2016,3.5
08019 Barcelona,0801905 Barcelona distrito 05,,Distribución de la renta P80/P20,2015,3.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Índice de Gini,2023,31.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Índice de Gini,2022,31.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Índice de Gini,2021,31.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Índice de Gini,2020,33.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Índice de Gini,2019,32.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Índice de Gini,2018,33.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Índice de Gini,2017,32.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Índice de Gini,2016,36.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Índice de Gini,2015,35.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Distribución de la renta P80/P20,2023,2.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Distribución de la renta P80/P20,2022,2.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Distribución de la renta P80/P20,2021,2.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Distribución de la renta P80/P20,2020,2.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Distribución de la renta P80/P20,2019,2.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Distribución de la renta P80/P20,2018,2.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Distribución de la renta P80/P20,2017,2.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Distribución de la renta P80/P20,2016,3.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905001 Barcelona sección 05001,Distribución de la renta P80/P20,2015,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Índice de Gini,2023,40.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Índice de Gini,2022,41.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Índice de Gini,2021,38.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Índice de Gini,2020,38.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Índice de Gini,2019,40.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Índice de Gini,2018,40.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Índice de Gini,2017,39.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Índice de Gini,2016,38.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Índice de Gini,2015,39.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Distribución de la renta P80/P20,2023,3.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Distribución de la renta P80/P20,2022,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Distribución de la renta P80/P20,2021,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Distribución de la renta P80/P20,2020,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Distribución de la renta P80/P20,2019,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Distribución de la renta P80/P20,2018,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Distribución de la renta P80/P20,2017,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Distribución de la renta P80/P20,2016,3.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905002 Barcelona sección 05002,Distribución de la renta P80/P20,2015,3.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Índice de Gini,2023,38.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Índice de Gini,2022,38.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Índice de Gini,2021,38.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Índice de Gini,2020,38.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Índice de Gini,2019,45.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Índice de Gini,2018,40.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Índice de Gini,2017,41.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Índice de Gini,2016,41
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Índice de Gini,2015,41.9
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Distribución de la renta P80/P20,2023,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Distribución de la renta P80/P20,2022,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Distribución de la renta P80/P20,2021,3
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Distribución de la renta P80/P20,2020,3.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Distribución de la renta P80/P20,2019,3.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Distribución de la renta P80/P20,2018,3.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Distribución de la renta P80/P20,2017,3.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Distribución de la renta P80/P20,2016,3.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905003 Barcelona sección 05003,Distribución de la renta P80/P20,2015,3.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Índice de Gini,2023,44.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Índice de Gini,2022,44.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Índice de Gini,2021,43.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Índice de Gini,2020,44.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Índice de Gini,2019,45.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Índice de Gini,2018,45.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Índice de Gini,2017,45.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Índice de Gini,2016,46.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Índice de Gini,2015,45.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Distribución de la renta P80/P20,2023,3.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Distribución de la renta P80/P20,2022,3.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Distribución de la renta P80/P20,2021,4.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Distribución de la renta P80/P20,2020,4.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Distribución de la renta P80/P20,2019,4.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Distribución de la renta P80/P20,2018,4.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Distribución de la renta P80/P20,2017,5.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Distribución de la renta P80/P20,2016,5.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905004 Barcelona sección 05004,Distribución de la renta P80/P20,2015,5.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Índice de Gini,2023,44.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Índice de Gini,2022,44.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Índice de Gini,2021,43.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Índice de Gini,2020,44.4
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Índice de Gini,2019,45.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Índice de Gini,2018,45.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Índice de Gini,2017,45.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Índice de Gini,2016,46.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Índice de Gini,2015,
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Distribución de la renta P80/P20,2023,3.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Distribución de la renta P80/P20,2022,3.5
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Distribución de la renta P80/P20,2021,3.6
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Distribución de la renta P80/P20,2020,3.7
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Distribución de la renta P80/P20,2019,4.1
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Distribución de la renta P80/P20,2018,4.2
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Distribución de la renta P80/P20,2017,4.8
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Distribución de la renta P80/P20,2016,5.3
08019 Barcelona,0801905 Barcelona distrito 05,0801905005 Barcelona sección 05005,Distribución de la renta P80/P20,2015,5
08019 Barcelona,0801905 Barcelona distrito 05,0801905006 Barcelona sección 05006,Índice de Gini,2023,44.2
