Municipios,Distritos,Secciones,Índice de Gini y Distribución de la renta P80/P20,Periodo,Total
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Índice de Gini,2019,27.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Índice de Gini,2018,28.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Índice de Gini,2017,28.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Índice de Gini,2016,28.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Índice de Gini,2015,29
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Distribución de la renta P80/P20,2023,2.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Distribución de la renta P80/P20,2022,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Distribución de la renta P80/P20,2021,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Distribución de la renta P80/P20,2020,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Distribución de la renta P80/P20,2019,2.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Distribución de la renta P80/P20,2018,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Distribución de la renta P80/P20,2017,2.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Distribución de la renta P80/P20,2016,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Distribución de la renta P80/P20,2015,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Índice de Gini,2023,31.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Índice de Gini,2022,31.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Índice de Gini,2021,32.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Índice de Gini,2020,31.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Índice de Gini,2019,30
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Índice de Gini,2018,31.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Índice de Gini,2017,31.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Índice de Gini,2016,33
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Índice de Gini,2015,32.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Distribución de la renta P80/P20,2023,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Distribución de la renta P80/P20,2022,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Distribución de la renta P80/P20,2021,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Distribución de la renta P80/P20,2020,3.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Distribución de la renta P80/P20,2019,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Distribución de la renta P80/P20,2018,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Distribución de la renta P80/P20,2017,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Distribución de la renta P80/P20,2016,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910074 Barcelona sección 10074,Distribución de la renta P80/P20,2015,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Índice de Gini,2023,29
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Índice de Gini,2022,29.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Índice de Gini,2021,28.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Índice de Gini,2020,30.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Índice de Gini,2019,29.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Índice de Gini,2018,29.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Índice de Gini,2017,30
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Índice de Gini,2016,31.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Índice de Gini,2015,30.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Distribución de la renta P80/P20,2023,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Distribución de la renta P80/P20,2022,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Distribución de la renta P80/P20,2021,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Distribución de la renta P80/P20,2020,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Distribución de la renta P80/P20,2019,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Distribución de la renta P80/P20,2018,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Distribución de la renta P80/P20,2017,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Distribución de la renta P80/P20,2016,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910075 Barcelona sección 10075,Distribución de la renta P80/P20,2015,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Índice de Gini,2023,28.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Índice de Gini,2022,29
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Índice de Gini,2021,29.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Índice de Gini,2020,30.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Índice de Gini,2019,28.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Índice de Gini,2018,30
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Índice de Gini,2017,30.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Índice de Gini,2016,31.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Índice de Gini,2015,30.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Distribución de la renta P80/P20,2023,2.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Distribución de la renta P80/P20,2022,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Distribución de la renta P80/P20,2021,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Distribución de la renta P80/P20,2020,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Distribución de la renta P80/P20,2019,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Distribución de la renta P80/P20,2018,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Distribución de la renta P80/P20,2017,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Distribución de la renta P80/P20,2016,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910076 Barcelona sección 10076,Distribución de la renta P80/P20,2015,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Índice de Gini,2023,30.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Índice de Gini,2022,29.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Índice de Gini,2021,28.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Índice de Gini,2020,31.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Índice de Gini,2019,29.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Índice de Gini,2018,31.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Índice de Gini,2017,31.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Índice de Gini,2016,30.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Índice de Gini,2015,33.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Distribución de la renta P80/P20,2023,2.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Distribución de la renta P80/P20,2022,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Distribución de la renta P80/P20,2021,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Distribución de la renta P80/P20,2020,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Distribución de la renta P80/P20,2019,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Distribución de la renta P80/P20,2018,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Distribución de la renta P80/P20,2017,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Distribución de la renta P80/P20,2016,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910077 Barcelona sección 10077,Distribución de la renta P80/P20,2015,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Índice de Gini,2023,33.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Índice de Gini,2022,31.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Índice de Gini,2021,33.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Índice de Gini,2020,33.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Índice de Gini,2019,32.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Índice de Gini,2018,31.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Índice de Gini,2017,32.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Índice de Gini,2016,33.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Índice de Gini,2015,32.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Distribución de la renta P80/P20,2023,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Distribución de la renta P80/P20,2022,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Distribución de la renta P80/P20,2021,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Distribución de la renta P80/P20,2020,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Distribución de la renta P80/P20,2019,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Distribución de la renta P80/P20,2018,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Distribución de la renta P80/P20,2017,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Distribución de la renta P80/P20,2016,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910078 Barcelona sección 10078,Distribución de la renta P80/P20,2015,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Índice de Gini,2023,31
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Índice de Gini,2022,29.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Índice de Gini,2021,29
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Índice de Gini,2020,29.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Índice de Gini,2019,30.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Índice de Gini,2018,30.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Índice de Gini,2017,30.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Índice de Gini,2016,31.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Índice de Gini,2015,30.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Distribución de la renta P80/P20,2023,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Distribución de la renta P80/P20,2022,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Distribución de la renta P80/P20,2021,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Distribución de la renta P80/P20,2020,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Distribución de la renta P80/P20,2019,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Distribución de la renta P80/P20,2018,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Distribución de la renta P80/P20,2017,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Distribución de la renta P80/P20,2016,3
08019 Barcelona,0801910 Barcelona distrito 10,0801910079 Barcelona sección 10079,Distribución de la renta P80/P20,2015,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Índice de Gini,2023,40.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Índice de Gini,2022,43.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Índice de Gini,2021,41
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Índice de Gini,2020,41.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Índice de Gini,2019,44.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Índice de Gini,2018,45.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Índice de Gini,2017,44.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Índice de Gini,2016,46
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Índice de Gini,2015,43.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Distribución de la renta P80/P20,2023,4.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Distribución de la renta P80/P20,2022,4.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Distribución de la renta P80/P20,2021,4.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Distribución de la renta P80/P20,2020,3.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Distribución de la renta P80/P20,2019,4.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Distribución de la renta P80/P20,2018,4.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Distribución de la renta P80/P20,2017,4.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Distribución de la renta P80/P20,2016,5.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910080 Barcelona sección 10080,Distribución de la renta P80/P20,2015,4.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910081 Barcelona sección 10081,Índice de Gini,2023,36
08019 Barcelona,0801910 Barcelona distrito 10,0801910081 Barcelona sección 10081,Índice de Gini,2022,34.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910081 Barcelona sección 10081,Índice de Gini,2021,35.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910081 Barcelona sección 10081,Índice de Gini,2020,35.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910081 Barcelona sección 10081,Índice de Gini,2019,34.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910081 Barcelona sección 10081,Índice de Gini,2018,33.2
